ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_SALES,REVENUE
10256,29,51.75,1,"1,500.75",6/8/2004,Shipped,2,6,2004,Vintage Cars,53.00,S18_1367,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,1500.75,43521.75
10280,27,57.68,8,"1,557.36",8/17/2004,Shipped,3,8,2004,Vintage Cars,53.00,S18_1367,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,1557.36,42048.72
10289,24,56.07,1,"1,345.68",9/3/2004,Shipped,3,9,2004,Vintage Cars,53.00,S18_1367,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,1345.68,32296.32
10304,37,48.52,12,"1,795.24",10/11/2004,Shipped,4,10,2004,Vintage Cars,53.00,S18_1367,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,1795.24,66423.88
10312,25,44.21,9,"1,105.25",10/21/2004,Shipped,4,10,2004,Vintage Cars,53.00,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1105.25,27631.25
10322,41,57.68,5,"2,364.88",11/4/2004,Shipped,4,11,2004,Vintage Cars,53.00,S18_1367,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2364.88,96960.08
10332,27,89.89,16,"2,427.03",11/17/2004,Shipped,4,11,2004,Vintage Cars,53.00,S18_1367,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2427.03,65529.81
10347,21,58.95,7,"1,237.95",11/29/2004,Shipped,4,11,2004,Vintage Cars,53.00,S18_1367,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,LevelNA3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,1237.95,25996.95
10356,22,72.41,6,"1,593.02",12/9/2004,Shipped,4,12,2004,Vintage Cars,53.00,S18_1367,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,1593.02,35046.44
10369,32,98.63,7,"3,156.16",1/20/2005,Shipped,1,1,2005,Vintage Cars,53.00,S18_1367,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium,3156.16,100997.12
10381,25,52.83,9,"1,320.75",2/17/2005,Shipped,1,2,2005,Vintage Cars,53.00,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,1320.75,33018.75
10391,42,100,3,"4,998.00",3/9/2005,Shipped,1,3,2005,Vintage Cars,53.00,S18_1367,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,4200,176400
10422,25,51.75,1,"1,293.75",5/30/2005,In Process,2,5,2005,Vintage Cars,53.00,S18_1367,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,1293.75,32343.75
10110,37,100,16,"5,433.08",3/18/2003,Shipped,1,3,2003,Classic Cars,124.00,S18_1589,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3700,136900
10123,26,100,2,"3,073.72",5/20/2003,Shipped,2,5,2003,Classic Cars,124.00,S18_1589,Atelier graphique,40322555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium,2600,67600
10137,44,99.55,2,"4,380.20",7/10/2003,Shipped,3,7,2003,Classic Cars,124.00,S18_1589,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,4380.2,192728.8
10148,47,100,9,"5,848.68",9/11/2003,Shipped,3,9,2003,Classic Cars,124.00,S18_1589,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,4700,220900
10161,43,100,8,"6,153.73",10/17/2003,Shipped,4,10,2003,Classic Cars,124.00,S18_1589,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,4300,184900
10172,42,100,6,"4,965.24",11/5/2003,Shipped,4,11,2003,Classic Cars,124.00,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,4200,176400
10181,42,100,2,"5,435.64",11/12/2003,Shipped,4,11,2003,Classic Cars,124.00,S18_1589,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,4200,176400
10192,29,100,7,"4,258.36",11/20/2003,Shipped,4,11,2003,Classic Cars,124.00,S18_1589,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2900,84100
10204,40,100,13,"4,032.00",12/2/2003,Shipped,4,12,2003,Classic Cars,124.00,S18_1589,Muscle Machine Inc,2125557413,4092 Furth Circle,SuiteNA400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,4000,160000
10212,38,100,6,"4,492.36",1/16/2004,Shipped,1,1,2004,Classic Cars,124.00,S18_1589,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3800,144400
10226,38,100,4,"4,161.38",2/26/2004,Shipped,1,2,2004,Classic Cars,124.00,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium,3800,144400
10241,21,100,11,"2,508.66",4/13/2004,Shipped,2,4,2004,Classic Cars,124.00,S18_1589,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,2100,44100
10253,24,100,1,"3,374.88",6/1/2004,Cancelled,2,6,2004,Classic Cars,124.00,S18_1589,"UK Collectables, Ltd.",171 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2400,57600
10266,36,100,2,"5,196.60",7/6/2004,Shipped,3,7,2004,Classic Cars,124.00,S18_1589,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,3600,129600
10278,23,100,2,"2,604.52",8/6/2004,Shipped,3,8,2004,Classic Cars,124.00,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2300,52900
10288,20,100,14,"2,936.80",9/1/2004,Shipped,3,9,2004,Classic Cars,124.00,S18_1589,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2000,40000
10301,32,100,4,"3,424.64",10/5/2003,Shipped,4,10,2003,Classic Cars,124.00,S18_1589,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,3200,102400
10311,29,100,9,"2,923.20",10/16/2004,Shipped,4,10,2004,Classic Cars,124.00,S18_1589,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2900,84100
10321,44,100,6,"4,489.76",11/4/2004,Shipped,4,11,2004,Classic Cars,124.00,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,4400,193600
10331,44,100,14,"4,849.24",11/17/2004,Shipped,4,11,2004,Classic Cars,124.00,S18_1589,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,4400,193600
10343,36,100,4,"5,848.92",11/24/2004,Shipped,4,11,2004,Classic Cars,124.00,S18_1589,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,3600,129600
10367,49,56.3,1,"2,758.70",1/12/2005,Resolved,1,1,2005,Classic Cars,124.00,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,2758.7,135176.3
10378,34,42.64,5,"1,449.76",2/10/2005,Shipped,1,2,2005,Classic Cars,124.00,S18_1589,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1449.76,49291.84
10407,59,100,11,"7,048.14",4/22/2005,On Hold,2,4,2005,Classic Cars,124.00,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large,5900,348100
10419,37,100,1,"5,202.94",5/17/2005,Shipped,2,5,2005,Classic Cars,124.00,S18_1589,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,3700,136900
10106,36,100,12,"5,279.40",2/17/2003,Shipped,1,2,2003,Planes,157.00,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,3600,129600
10119,43,100,3,"6,916.12",4/28/2003,Shipped,2,4,2003,Planes,157.00,S18_1662,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,4300,184900
10131,21,100,4,"2,781.66",6/16/2003,Shipped,2,6,2003,Planes,157.00,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Small,2100,44100
10143,32,100,7,"5,248.00",8/10/2003,Shipped,3,8,2003,Planes,157.00,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,3200,102400
10155,38,100,5,"6,531.44",10/6/2003,Shipped,4,10,2003,Planes,157.00,S18_1662,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,3800,144400
10167,43,100,1,"5,763.72",10/23/2003,Cancelled,4,10,2003,Planes,157.00,S18_1662,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4300,184900
10178,42,100,4,"6,490.68",11/8/2003,Shipped,4,11,2003,Planes,157.00,S18_1662,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,4200,176400
10186,32,100,1,"6,004.80",11/14/2003,Shipped,4,11,2003,Planes,157.00,S18_1662,"Double Decker Gift Stores, Ltd",171 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,3200,102400
10198,42,100,4,"7,483.98",11/27/2003,Shipped,4,11,2003,Planes,157.00,S18_1662,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Large,4200,176400
10210,31,100,17,"5,719.50",1/12/2004,Shipped,1,1,2004,Planes,157.00,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,3100,96100
10222,49,100,4,"6,954.08",2/19/2004,Shipped,1,2,2004,Planes,157.00,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium,4900,240100
10250,45,100,14,"8,160.30",5/11/2004,Shipped,2,5,2004,Planes,157.00,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large,4500,202500
10262,49,100,9,"6,567.96",6/24/2004,Cancelled,2,6,2004,Planes,157.00,S18_1662,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4900,240100
10274,41,100,1,"6,724.00",7/21/2004,Shipped,3,7,2004,Planes,157.00,S18_1662,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium,4100,168100
10284,45,100,11,"5,747.85",8/21/2004,Shipped,3,8,2004,Planes,157.00,S18_1662,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,4500,202500
10296,36,100,7,"5,676.84",9/15/2004,Shipped,3,9,2004,Planes,157.00,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium,3600,129600
10307,39,100,1,"7,379.97",10/14/2004,Shipped,4,10,2004,Planes,157.00,S18_1662,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Large,3900,152100
10316,27,100,9,"3,704.13",11/1/2004,Shipped,4,11,2004,Planes,157.00,S18_1662,giftsbymail.co.uk,198 555-8888,Garden House Crowther Way,,Cowes,IsleNNAAofNNAAWight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2700,72900
10327,25,100,6,"2,804.75",11/10/2004,Resolved,4,11,2004,Planes,157.00,S18_1662,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,2500,62500
10338,41,100,1,"5,624.79",11/22/2004,Shipped,4,11,2004,Planes,157.00,S18_1662,Royale Belge,071 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,4100,168100
10351,39,99.52,1,"3,881.28",12/3/2004,Shipped,4,12,2004,Planes,157.00,S18_1662,"Stylish Desk Decors, Co.",171 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,3881.28,151369.92
10373,28,57.55,4,"1,611.40",1/31/2005,Shipped,1,1,2005,Planes,157.00,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,1611.4,45119.2
10386,25,54.57,7,"1,364.25",3/1/2005,Resolved,1,3,2005,Planes,157.00,S18_1662,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1364.25,34106.25
10398,33,100,11,"4,215.09",3/30/2005,Shipped,1,3,2005,Planes,157.00,S18_1662,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,3300,108900
10400,34,100,1,"6,433.82",4/1/2005,Shipped,2,4,2005,Planes,157.00,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,3400,115600
10416,24,100,14,"4,352.16",5/10/2005,Shipped,2,5,2005,Planes,157.00,S18_1662,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,2400,57600
10100,30,100,3,"5,151.00",1/6/2003,Shipped,1,1,2003,Vintage Cars,170.00,S18_1749,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,3000,90000
10110,42,100,7,"6,069.00",3/18/2003,Shipped,1,3,2003,Vintage Cars,170.00,S18_1749,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,4200,176400
10124,21,100,6,"2,856.00",5/21/2003,Shipped,2,5,2003,Vintage Cars,170.00,S18_1749,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2100,44100
10149,34,100,11,"5,375.40",9/12/2003,Shipped,3,9,2003,Vintage Cars,170.00,S18_1749,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium,3400,115600
10162,29,100,9,"5,176.50",10/18/2003,Shipped,4,10,2003,Vintage Cars,170.00,S18_1749,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium,2900,84100
10173,24,100,13,"3,508.80",11/5/2003,Shipped,4,11,2003,Vintage Cars,170.00,S18_1749,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2400,57600
10182,44,100,10,"7,554.80",11/12/2003,Shipped,4,11,2003,Vintage Cars,170.00,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,4400,193600
10193,21,100,14,"3,141.60",11/21/2003,Shipped,4,11,2003,Vintage Cars,170.00,S18_1749,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,2100,44100
10204,33,100,4,"5,890.50",12/2/2003,Shipped,4,12,2003,Vintage Cars,170.00,S18_1749,Muscle Machine Inc,2125557413,4092 Furth Circle,SuiteNA400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,3300,108900
10214,30,100,7,"5,967.00",1/26/2004,Shipped,1,1,2004,Vintage Cars,170.00,S18_1749,"Corrida Auto Replicas, Ltd",91 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Medium,3000,90000
10227,26,100,10,"3,712.80",3/2/2004,Shipped,1,3,2004,Vintage Cars,170.00,S18_1749,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,2600,67600
10241,41,100,2,"7,597.30",4/13/2004,Shipped,2,4,2004,Vintage Cars,170.00,S18_1749,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large,4100,168100
10280,26,100,16,"3,668.60",8/17/2004,Shipped,3,8,2004,Vintage Cars,170.00,S18_1749,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,2600,67600
10288,32,100,5,"5,875.20",9/1/2004,Shipped,3,9,2004,Vintage Cars,170.00,S18_1749,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,3200,102400
10302,43,100,1,"7,310.00",10/6/2003,Shipped,4,10,2003,Vintage Cars,170.00,S18_1749,"UK Collectables, Ltd.",171 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,4300,184900
10312,48,100,17,"8,078.40",10/21/2004,Shipped,4,10,2004,Vintage Cars,170.00,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,4800,230400
10331,44,74.04,7,"3,257.76",11/17/2004,Shipped,4,11,2004,Vintage Cars,170.00,S18_1749,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,3257.76,143341.44
10344,45,100,1,"7,650.00",11/25/2004,Shipped,4,11,2004,Vintage Cars,170.00,S18_1749,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large,4500,202500
10367,37,100,3,"4,703.81",1/12/2005,Resolved,1,1,2005,Vintage Cars,170.00,S18_1749,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,3700,136900
10379,39,100,2,"5,399.55",2/10/2005,Shipped,1,2,2005,Vintage Cars,170.00,S18_1749,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3900,152100
10407,76,100,2,"14,082.80",4/22/2005,On Hold,2,4,2005,Vintage Cars,170.00,S18_1749,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large,7600,577600
10420,37,100,5,"5,283.60",5/29/2005,In Process,2,5,2005,Vintage Cars,170.00,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",LevelNA6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,3700,136900
10108,38,82.39,2,"3,130.82",3/3/2003,Shipped,1,3,2003,Classic Cars,77.00,S18_1889,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,3130.82,118971.16
10122,43,72.38,6,"3,112.34",5/8/2003,Shipped,2,5,2003,Classic Cars,77.00,S18_1889,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,3112.34,133830.62
10135,48,79.31,3,"3,806.88",7/2/2003,Shipped,3,7,2003,Classic Cars,77.00,S18_1889,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3806.88,182730.24
10147,26,82.39,3,"2,142.14",9/5/2003,Shipped,3,9,2003,Classic Cars,77.00,S18_1889,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small,2142.14,55695.64
10160,38,88.55,4,"3,364.90",10/11/2003,Shipped,4,10,2003,Classic Cars,77.00,S18_1889,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium,3364.9,127866.2
10170,20,63.14,2,"1,262.80",11/4/2003,Shipped,4,11,2003,Classic Cars,77.00,S18_1889,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Small,1262.8,25256
10181,22,73.92,10,"1,626.24",11/12/2003,Shipped,4,11,2003,Classic Cars,77.00,S18_1889,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,1626.24,35777.28
10192,45,90.86,15,"4,088.70",11/20/2003,Shipped,4,11,2003,Classic Cars,77.00,S18_1889,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,4088.7,183991.5
10203,45,85.47,4,"3,846.15",12/2/2003,Shipped,4,12,2003,Classic Cars,77.00,S18_1889,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3846.15,173076.75
10212,20,66.99,14,"1,339.80",1/16/2004,Shipped,1,1,2004,Classic Cars,77.00,S18_1889,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1339.8,26796
10225,47,64.68,5,"3,039.96",2/22/2004,Shipped,1,2,2004,Classic Cars,77.00,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,3039.96,142878.12
10239,46,73.92,4,"3,400.32",4/12/2004,Shipped,2,4,2004,Classic Cars,77.00,S18_1889,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,3400.32,156414.72
10253,23,83.93,9,"1,930.39",6/1/2004,Cancelled,2,6,2004,Classic Cars,77.00,S18_1889,"UK Collectables, Ltd.",171 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,1930.39,44398.97
10266,33,74.69,10,"2,464.77",7/6/2004,Shipped,3,7,2004,Classic Cars,77.00,S18_1889,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2464.77,81337.41
10278,29,90.86,10,"2,634.94",8/6/2004,Shipped,3,8,2004,Classic Cars,77.00,S18_1889,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2634.94,76413.26
10287,44,82.39,8,"3,625.16",8/30/2004,Shipped,3,8,2004,Classic Cars,77.00,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,3625.16,159507.04
10300,41,92.4,1,"3,788.40",10/4/2003,Shipped,4,10,2003,Classic Cars,77.00,S18_1889,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,3788.4,155324.4
10310,20,91.63,6,"1,832.60",10/16/2004,Shipped,4,10,2004,Classic Cars,77.00,S18_1889,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,1832.6,36652
10321,37,78.54,14,"2,905.98",11/4/2004,Shipped,4,11,2004,Classic Cars,77.00,S18_1889,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2905.98,107521.26
10329,29,100,9,"2,954.81",11/15/2004,Shipped,4,11,2004,Classic Cars,77.00,S18_1889,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2900,84100
10342,55,65.45,1,"3,599.75",11/24/2004,Shipped,4,11,2004,Classic Cars,77.00,S18_1889,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,LevelNA3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,3599.75,197986.25
10363,22,100,7,"3,686.54",1/6/2005,Shipped,1,1,2005,Classic Cars,77.00,S18_1889,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,2200,48400
10377,31,67.76,4,"2,100.56",2/9/2005,Shipped,1,2,2005,Classic Cars,77.00,S18_1889,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,2100.56,65117.36
10389,49,79.22,3,"3,881.78",3/3/2005,Shipped,1,3,2005,Classic Cars,77.00,S18_1889,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,3881.78,190207.22
